year_level,avg,err_low,err_high,results_year,domain,test_type,school_id,school_name
Year 5,531,515,547,2022,Spelling,Online,48415,"Kensington Primary School, Kensington, WA"
Year 5,532,513,551,2022,Grammar,Online,48415,"Kensington Primary School, Kensington, WA"
Year 5,522,507,538,2022,Numeracy,Online,48415,"Kensington Primary School, Kensington, WA"
Year 5,536,524,548,2022,Reading,Online,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 5,507,496,519,2022,Writing,Online,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 5,509,498,520,2022,Spelling,Online,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 5,506,493,519,2022,Grammar,Online,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 5,503,492,514,2022,Numeracy,Online,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 5,533,498,569,2022,Reading,Online,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 5,504,471,536,2022,Writing,Online,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 5,548,514,582,2022,Spelling,Online,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 5,529,490,569,2022,Grammar,Online,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 5,509,481,538,2022,Numeracy,Online,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 5,537,525,550,2022,Reading,Online,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,536,524,549,2022,Writing,Online,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,514,503,526,2022,Spelling,Online,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,529,515,542,2022,Grammar,Online,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,495,484,507,2022,Numeracy,Online,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,547,534,561,2022,Reading,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,513,500,526,2022,Writing,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,518,506,531,2022,Spelling,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,541,526,555,2022,Grammar,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,505,493,517,2022,Numeracy,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,522,506,538,2022,Reading,Online,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,506,491,521,2022,Writing,Online,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,538,523,554,2022,Spelling,Online,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,531,513,549,2022,Grammar,Online,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,503,489,518,2022,Numeracy,Online,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,531,516,547,2022,Reading,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,489,474,503,2022,Writing,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,511,496,525,2022,Spelling,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,503,487,520,2022,Grammar,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,491,477,504,2022,Numeracy,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,558,539,577,2022,Reading,Online,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,514,497,532,2022,Writing,Online,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,523,506,541,2022,Spelling,Online,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,534,513,554,2022,Grammar,Online,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,530,514,546,2022,Numeracy,Online,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,531,515,546,2022,Reading,Online,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,504,489,518,2022,Writing,Online,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,524,510,538,2022,Spelling,Online,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,514,497,530,2022,Grammar,Online,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,504,491,518,2022,Numeracy,Online,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,549,535,563,2022,Reading,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,517,504,531,2022,Writing,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,521,508,534,2022,Spelling,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,534,519,550,2022,Grammar,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,509,496,521,2022,Numeracy,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,545,531,558,2022,Reading,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,524,511,536,2022,Writing,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,516,504,528,2022,Spelling,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,526,511,540,2022,Grammar,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,503,491,515,2022,Numeracy,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,545,531,560,2022,Reading,Online,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,521,507,534,2022,Writing,Online,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,524,510,537,2022,Spelling,Online,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,524,509,540,2022,Grammar,Online,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,509,496,521,2022,Numeracy,Online,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,522,496,548,2022,Reading,Online,45797,"St John's School, Footscray, VIC"
Year 5,498,473,523,2022,Writing,Online,45797,"St John's School, Footscray, VIC"
Year 5,516,492,541,2022,Spelling,Online,45797,"St John's School, Footscray, VIC"
Year 5,511,483,539,2022,Grammar,Online,45797,"St John's School, Footscray, VIC"
Year 5,491,469,513,2022,Numeracy,Online,45797,"St John's School, Footscray, VIC"
Year 5,543,517,569,2022,Reading,Online,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,489,461,517,2022,Writing,Online,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,486,461,510,2022,Spelling,Online,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,491,463,519,2022,Grammar,Online,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,506,484,528,2022,Numeracy,Online,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,468,437,498,2022,Reading,Online,44919,"Altona North Primary School, Altona North, VIC"
Year 5,468,440,496,2022,Writing,Online,44919,"Altona North Primary School, Altona North, VIC"
Year 5,491,463,519,2022,Spelling,Online,44919,"Altona North Primary School, Altona North, VIC"
Year 5,480,448,513,2022,Grammar,Online,44919,"Altona North Primary School, Altona North, VIC"
Year 5,448,423,473,2022,Numeracy,Online,44919,"Altona North Primary School, Altona North, VIC"
Year 5,474,450,497,2022,Reading,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,483,461,505,2022,Writing,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,496,472,521,2022,Spelling,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,460,432,488,2022,Grammar,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,449,427,471,2022,Numeracy,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,539,524,553,2022,Reading,Online,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,510,495,525,2022,Writing,Online,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,522,509,535,2022,Spelling,Online,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,521,505,536,2022,Grammar,Online,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,520,507,533,2022,Numeracy,Online,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,550,532,568,2022,Reading,Online,44461,"Kensington Primary School, Kensington, VIC"
Year 5,522,506,538,2022,Writing,Online,44461,"Kensington Primary School, Kensington, VIC"
Year 5,517,501,533,2022,Spelling,Online,44461,"Kensington Primary School, Kensington, VIC"
Year 5,510,491,530,2022,Grammar,Online,44461,"Kensington Primary School, Kensington, VIC"
Year 5,509,493,524,2022,Numeracy,Online,44461,"Kensington Primary School, Kensington, VIC"
Year 5,532,517,546,2022,Reading,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,516,502,531,2022,Writing,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,521,507,535,2022,Spelling,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,518,501,534,2022,Grammar,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,499,486,511,2022,Numeracy,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,507,477,538,2022,Reading,Online,44948,"Carlton Primary School, Carlton, VIC"
Year 5,474,446,502,2022,Writing,Online,44948,"Carlton Primary School, Carlton, VIC"
Year 5,503,475,531,2022,Spelling,Online,44948,"Carlton Primary School, Carlton, VIC"
Year 5,458,426,490,2022,Grammar,Online,44948,"Carlton Primary School, Carlton, VIC"
Year 5,470,445,495,2022,Numeracy,Online,44948,"Carlton Primary School, Carlton, VIC"
Year 5,548,535,561,2022,Reading,Online,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,505,492,518,2022,Writing,Online,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,506,494,518,2022,Spelling,Online,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,513,498,527,2022,Grammar,Online,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,506,494,518,2022,Numeracy,Online,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,546,533,558,2022,Reading,Online,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,532,520,544,2022,Writing,Online,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,529,517,541,2022,Spelling,Online,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,517,504,531,2022,Grammar,Online,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,520,509,531,2022,Numeracy,Online,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,550,536,565,2022,Reading,Online,https:,"Altona Primary School, Altona, VIC"
Year 5,527,514,541,2022,Writing,Online,https:,"Altona Primary School, Altona, VIC"
Year 5,520,507,533,2022,Spelling,Online,https:,"Altona Primary School, Altona, VIC"
Year 5,512,496,527,2022,Grammar,Online,https:,"Altona Primary School, Altona, VIC"
Year 5,514,501,527,2022,Numeracy,Online,https:,"Altona Primary School, Altona, VIC"
Year 5,539,523,554,2022,Reading,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,515,500,530,2022,Writing,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,531,517,546,2022,Spelling,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,530,513,548,2022,Grammar,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,523,509,537,2022,Numeracy,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,549,529,569,2022,Reading,Online,44062,"Footscray Primary School, Footscray, VIC"
Year 5,509,491,526,2022,Writing,Online,44062,"Footscray Primary School, Footscray, VIC"
Year 5,526,508,545,2022,Spelling,Online,44062,"Footscray Primary School, Footscray, VIC"
Year 5,539,517,560,2022,Grammar,Online,44062,"Footscray Primary School, Footscray, VIC"
Year 5,526,510,543,2022,Numeracy,Online,44062,"Footscray Primary School, Footscray, VIC"
Year 5,521,499,542,2022,Reading,Online,45587,"Altona College, Altona, VIC"
Year 5,502,482,522,2022,Writing,Online,45587,"Altona College, Altona, VIC"
Year 5,501,481,521,2022,Spelling,Online,45587,"Altona College, Altona, VIC"
Year 5,515,492,538,2022,Grammar,Online,45587,"Altona College, Altona, VIC"
Year 5,497,478,515,2022,Numeracy,Online,45587,"Altona College, Altona, VIC"
Year 5,511,495,527,2022,Reading,Online,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,473,458,488,2022,Writing,Online,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,480,465,495,2022,Spelling,Online,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,505,488,522,2022,Grammar,Online,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,486,472,500,2022,Numeracy,Online,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,522,506,537,2022,Reading,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,515,500,530,2022,Writing,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,520,505,534,2022,Spelling,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,512,496,529,2022,Grammar,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,506,492,520,2022,Numeracy,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 7,590,583,597,2022,Reading,Online,45442,"Northcote High School, Northcote, VIC"
Year 7,569,560,577,2022,Writing,Online,45442,"Northcote High School, Northcote, VIC"
Year 7,576,568,584,2022,Spelling,Online,45442,"Northcote High School, Northcote, VIC"
Year 7,572,563,581,2022,Grammar,Online,45442,"Northcote High School, Northcote, VIC"
Year 7,589,581,597,2022,Numeracy,Online,45442,"Northcote High School, Northcote, VIC"
Year 7,565,552,578,2022,Reading,Online,53069,"Port Melbourne Secondary College, Port Melbourne, VIC"
Year 7,563,549,578,2022,Writing,Online,53069,"Port Melbourne Secondary College, Port Melbourne, VIC"
Year 7,560,547,573,2022,Spelling,Online,53069,"Port Melbourne Secondary College, Port Melbourne, VIC"
Year 7,555,540,569,2022,Grammar,Online,53069,"Port Melbourne Secondary College, Port Melbourne, VIC"
Year 7,561,548,574,2022,Numeracy,Online,53069,"Port Melbourne Secondary College, Port Melbourne, VIC"
Year 7,548,540,555,2022,Reading,Online,45360,"Braybrook College, Braybrook, VIC"
Year 7,550,541,558,2022,Writing,Online,45360,"Braybrook College, Braybrook, VIC"
Year 7,564,556,571,2022,Spelling,Online,45360,"Braybrook College, Braybrook, VIC"
Year 7,543,534,552,2022,Grammar,Online,45360,"Braybrook College, Braybrook, VIC"
Year 7,556,548,563,2022,Numeracy,Online,45360,"Braybrook College, Braybrook, VIC"
Year 7,556,548,563,2022,Reading,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,548,540,557,2022,Writing,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,557,549,564,2022,Spelling,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,544,535,553,2022,Grammar,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,570,562,577,2022,Numeracy,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,546,533,558,2022,Reading,Online,52698,"Prahran High School, Windsor, VIC"
Year 7,535,521,549,2022,Writing,Online,52698,"Prahran High School, Windsor, VIC"
Year 7,552,539,565,2022,Spelling,Online,52698,"Prahran High School, Windsor, VIC"
Year 7,528,513,542,2022,Grammar,Online,52698,"Prahran High School, Windsor, VIC"
Year 7,551,538,564,2022,Numeracy,Online,52698,"Prahran High School, Windsor, VIC"
Year 7,553,540,566,2022,Reading,Online,52703,"Richmond High School, Richmond, VIC"
Year 7,531,517,545,2022,Writing,Online,52703,"Richmond High School, Richmond, VIC"
Year 7,547,533,560,2022,Spelling,Online,52703,"Richmond High School, Richmond, VIC"
Year 7,527,513,542,2022,Grammar,Online,52703,"Richmond High School, Richmond, VIC"
Year 7,564,552,577,2022,Numeracy,Online,52703,"Richmond High School, Richmond, VIC"
Year 7,563,553,574,2022,Reading,Online,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,550,538,562,2022,Writing,Online,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,549,538,560,2022,Spelling,Online,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,546,534,558,2022,Grammar,Online,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,551,541,562,2022,Numeracy,Online,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,547,531,563,2022,Reading,Online,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,535,517,552,2022,Writing,Online,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,544,528,561,2022,Spelling,Online,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,515,497,534,2022,Grammar,Online,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,517,501,532,2022,Numeracy,Online,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,596,586,607,2022,Reading,Online,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,577,565,590,2022,Writing,Online,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,570,559,581,2022,Spelling,Online,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,570,558,582,2022,Grammar,Online,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,571,560,582,2022,Numeracy,Online,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,585,577,592,2022,Reading,Online,45475,"University High School, Parkville, VIC"
Year 7,568,560,577,2022,Writing,Online,45475,"University High School, Parkville, VIC"
Year 7,586,578,594,2022,Spelling,Online,45475,"University High School, Parkville, VIC"
Year 7,581,572,589,2022,Grammar,Online,45475,"University High School, Parkville, VIC"
Year 7,609,602,617,2022,Numeracy,Online,45475,"University High School, Parkville, VIC"
Year 7,564,557,572,2022,Reading,Online,52813,"Footscray Learning Precinct Secondary College (interim name), Footscray, VIC"
Year 7,549,540,557,2022,Writing,Online,52813,"Footscray Learning Precinct Secondary College (interim name), Footscray, VIC"
Year 7,558,551,566,2022,Spelling,Online,52813,"Footscray Learning Precinct Secondary College (interim name), Footscray, VIC"
Year 7,553,544,561,2022,Grammar,Online,52813,"Footscray Learning Precinct Secondary College (interim name), Footscray, VIC"
Year 7,561,553,568,2022,Numeracy,Online,52813,"Footscray Learning Precinct Secondary College (interim name), Footscray, VIC"
Year 7,542,534,551,2022,Reading,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,538,528,548,2022,Writing,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,550,542,559,2022,Spelling,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,534,524,544,2022,Grammar,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,546,537,555,2022,Numeracy,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,571,563,578,2022,Reading,Online,40427,"Williamstown High School, Williamstown, VIC"
Year 7,561,552,569,2022,Writing,Online,40427,"Williamstown High School, Williamstown, VIC"
Year 7,563,555,571,2022,Spelling,Online,40427,"Williamstown High School, Williamstown, VIC"
Year 7,553,544,562,2022,Grammar,Online,40427,"Williamstown High School, Williamstown, VIC"
Year 7,573,566,581,2022,Numeracy,Online,40427,"Williamstown High School, Williamstown, VIC"
Year 7,579,570,587,2022,Reading,Online,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,553,543,563,2022,Writing,Online,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,560,551,569,2022,Spelling,Online,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,557,547,567,2022,Grammar,Online,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,564,555,573,2022,Numeracy,Online,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,576,569,584,2022,Reading,Online,50267,"Albert Park College, Albert Park, VIC"
Year 7,561,553,570,2022,Writing,Online,50267,"Albert Park College, Albert Park, VIC"
Year 7,570,562,577,2022,Spelling,Online,50267,"Albert Park College, Albert Park, VIC"
Year 7,562,554,571,2022,Grammar,Online,50267,"Albert Park College, Albert Park, VIC"
Year 7,578,570,585,2022,Numeracy,Online,50267,"Albert Park College, Albert Park, VIC"
Year 7,549,537,560,2022,Reading,Online,45587,"Altona College, Altona, VIC"
Year 7,551,537,564,2022,Writing,Online,45587,"Altona College, Altona, VIC"
Year 7,547,534,559,2022,Spelling,Online,45587,"Altona College, Altona, VIC"
Year 7,541,527,554,2022,Grammar,Online,45587,"Altona College, Altona, VIC"
Year 7,539,527,551,2022,Numeracy,Online,45587,"Altona College, Altona, VIC"
Year 9,619,612,626,2022,Reading,Online,45442,"Northcote High School, Northcote, VIC"
Year 9,592,582,601,2022,Writing,Online,45442,"Northcote High School, Northcote, VIC"
Year 9,599,591,607,2022,Spelling,Online,45442,"Northcote High School, Northcote, VIC"
Year 9,603,595,611,2022,Grammar,Online,45442,"Northcote High School, Northcote, VIC"
Year 9,613,606,620,2022,Numeracy,Online,45442,"Northcote High School, Northcote, VIC"
Year 9,579,572,586,2022,Reading,Online,45360,"Braybrook College, Braybrook, VIC"
Year 9,563,553,572,2022,Writing,Online,45360,"Braybrook College, Braybrook, VIC"
Year 9,585,578,593,2022,Spelling,Online,45360,"Braybrook College, Braybrook, VIC"
Year 9,579,570,587,2022,Grammar,Online,45360,"Braybrook College, Braybrook, VIC"
Year 9,587,579,594,2022,Numeracy,Online,45360,"Braybrook College, Braybrook, VIC"
Year 9,585,578,592,2022,Reading,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,577,568,587,2022,Writing,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,588,580,596,2022,Spelling,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,582,574,590,2022,Grammar,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,593,585,601,2022,Numeracy,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,598,588,609,2022,Reading,Online,52698,"Prahran High School, Windsor, VIC"
Year 9,580,566,594,2022,Writing,Online,52698,"Prahran High School, Windsor, VIC"
Year 9,594,582,605,2022,Spelling,Online,52698,"Prahran High School, Windsor, VIC"
Year 9,588,576,600,2022,Grammar,Online,52698,"Prahran High School, Windsor, VIC"
Year 9,595,586,605,2022,Numeracy,Online,52698,"Prahran High School, Windsor, VIC"
Year 9,606,596,617,2022,Reading,Online,52703,"Richmond High School, Richmond, VIC"
Year 9,587,573,602,2022,Writing,Online,52703,"Richmond High School, Richmond, VIC"
Year 9,595,583,607,2022,Spelling,Online,52703,"Richmond High School, Richmond, VIC"
Year 9,594,581,606,2022,Grammar,Online,52703,"Richmond High School, Richmond, VIC"
Year 9,593,582,603,2022,Numeracy,Online,52703,"Richmond High School, Richmond, VIC"
Year 9,597,586,608,2022,Reading,Online,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,587,573,601,2022,Writing,Online,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,592,580,604,2022,Spelling,Online,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,604,592,617,2022,Grammar,Online,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,602,591,612,2022,Numeracy,Online,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,603,591,615,2022,Reading,Online,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,588,571,604,2022,Writing,Online,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,585,572,599,2022,Spelling,Online,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,610,596,624,2022,Grammar,Online,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,595,583,607,2022,Numeracy,Online,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,613,603,624,2022,Reading,Online,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,588,574,601,2022,Writing,Online,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,594,583,606,2022,Spelling,Online,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,598,587,610,2022,Grammar,Online,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,598,588,608,2022,Numeracy,Online,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,615,608,623,2022,Reading,Online,45475,"University High School, Parkville, VIC"
Year 9,585,576,595,2022,Writing,Online,45475,"University High School, Parkville, VIC"
Year 9,608,600,616,2022,Spelling,Online,45475,"University High School, Parkville, VIC"
Year 9,620,612,628,2022,Grammar,Online,45475,"University High School, Parkville, VIC"
Year 9,628,621,635,2022,Numeracy,Online,45475,"University High School, Parkville, VIC"
Year 9,611,604,618,2022,Reading,Online,52813,"Footscray Learning Precinct Secondary College (interim name), Footscray, VIC"
Year 9,580,571,590,2022,Writing,Online,52813,"Footscray Learning Precinct Secondary College (interim name), Footscray, VIC"
Year 9,585,578,593,2022,Spelling,Online,52813,"Footscray Learning Precinct Secondary College (interim name), Footscray, VIC"
Year 9,593,585,602,2022,Grammar,Online,52813,"Footscray Learning Precinct Secondary College (interim name), Footscray, VIC"
Year 9,587,580,595,2022,Numeracy,Online,52813,"Footscray Learning Precinct Secondary College (interim name), Footscray, VIC"
Year 9,566,555,576,2022,Reading,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,560,546,574,2022,Writing,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,577,565,588,2022,Spelling,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,576,564,587,2022,Grammar,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,577,568,587,2022,Numeracy,Online,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,610,602,617,2022,Reading,Online,40427,"Williamstown High School, Williamstown, VIC"
Year 9,588,579,598,2022,Writing,Online,40427,"Williamstown High School, Williamstown, VIC"
Year 9,592,584,600,2022,Spelling,Online,40427,"Williamstown High School, Williamstown, VIC"
Year 9,598,589,606,2022,Grammar,Online,40427,"Williamstown High School, Williamstown, VIC"
Year 9,605,598,612,2022,Numeracy,Online,40427,"Williamstown High School, Williamstown, VIC"
Year 9,613,605,622,2022,Reading,Online,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,594,583,605,2022,Writing,Online,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,596,587,605,2022,Spelling,Online,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,600,590,609,2022,Grammar,Online,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,596,588,604,2022,Numeracy,Online,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,617,609,624,2022,Reading,Online,50267,"Albert Park College, Albert Park, VIC"
Year 9,593,583,603,2022,Writing,Online,50267,"Albert Park College, Albert Park, VIC"
Year 9,592,584,600,2022,Spelling,Online,50267,"Albert Park College, Albert Park, VIC"
Year 9,609,600,617,2022,Grammar,Online,50267,"Albert Park College, Albert Park, VIC"
Year 9,616,609,623,2022,Numeracy,Online,50267,"Albert Park College, Albert Park, VIC"
Year 9,590,577,604,2022,Reading,Online,45587,"Altona College, Altona, VIC"
Year 9,552,536,568,2022,Writing,Online,45587,"Altona College, Altona, VIC"
Year 9,582,567,596,2022,Spelling,Online,45587,"Altona College, Altona, VIC"
Year 9,585,570,601,2022,Grammar,Online,45587,"Altona College, Altona, VIC"
Year 9,595,582,607,2022,Numeracy,Online,45587,"Altona College, Altona, VIC"
Year 3,434,421,448,2023,Reading,,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,448,437,460,2023,Writing,,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,426,414,439,2023,Spelling,,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,450,436,465,2023,Grammar,,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,443,431,455,2023,Numeracy,,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,444,425,463,2023,Reading,,48415,"Kensington Primary School, Kensington, WA"
Year 3,431,415,447,2023,Writing,,48415,"Kensington Primary School, Kensington, WA"
