year_level,avg,err_low,err_high,results_year,domain,test_type,school_id,school_name
Year 7,498,478,518,2016,Numeracy,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,587,580,595,2016,Reading,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,561,552,570,2016,Writing,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,560,553,568,2016,Spelling,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,578,570,587,2016,Grammar,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,582,574,590,2016,Numeracy,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,537,530,544,2016,Reading,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,535,527,544,2016,Writing,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,546,538,554,2016,Spelling,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,544,536,553,2016,Grammar,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,562,554,569,2016,Numeracy,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,597,590,604,2016,Reading,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,583,573,592,2016,Writing,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,590,582,598,2016,Spelling,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,585,577,593,2016,Grammar,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,602,595,609,2016,Numeracy,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,582,572,593,2016,Reading,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,553,542,564,2016,Writing,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,584,573,596,2016,Spelling,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,568,556,579,2016,Grammar,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,586,576,596,2016,Numeracy,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,610,602,619,2016,Reading,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,587,576,598,2016,Writing,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,602,593,611,2016,Spelling,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,601,592,611,2016,Grammar,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,608,600,617,2016,Numeracy,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,560,533,587,2016,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 9,505,469,540,2016,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 9,553,523,582,2016,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 9,570,539,600,2016,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 9,572,549,596,2016,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 9,607,597,617,2016,Reading,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,560,546,573,2016,Writing,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,589,578,601,2016,Spelling,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,588,577,600,2016,Grammar,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,598,588,608,2016,Numeracy,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,617,609,625,2016,Reading,Paper,45475,"University High School, Parkville, VIC"
Year 9,584,573,595,2016,Writing,Paper,45475,"University High School, Parkville, VIC"
Year 9,611,602,620,2016,Spelling,Paper,45475,"University High School, Parkville, VIC"
Year 9,610,600,619,2016,Grammar,Paper,45475,"University High School, Parkville, VIC"
Year 9,639,631,647,2016,Numeracy,Paper,45475,"University High School, Parkville, VIC"
Year 9,563,552,573,2016,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,542,528,556,2016,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,568,557,580,2016,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,546,534,558,2016,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,570,560,580,2016,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,579,572,587,2016,Reading,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,565,554,576,2016,Writing,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,579,570,589,2016,Spelling,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,557,548,567,2016,Grammar,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,593,585,601,2016,Numeracy,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,607,597,617,2016,Reading,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,561,548,575,2016,Writing,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,600,588,611,2016,Spelling,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,595,584,607,2016,Grammar,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,592,582,602,2016,Numeracy,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,568,553,584,2016,Reading,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,542,522,563,2016,Writing,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,561,544,578,2016,Spelling,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,551,533,569,2016,Grammar,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,585,571,599,2016,Numeracy,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,613,606,620,2016,Reading,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,574,564,583,2016,Writing,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,600,592,608,2016,Spelling,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,597,589,605,2016,Grammar,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,606,599,614,2016,Numeracy,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,557,550,564,2016,Reading,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,551,541,560,2016,Writing,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,569,561,577,2016,Spelling,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,547,538,555,2016,Grammar,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,591,584,598,2016,Numeracy,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 3,493,474,512,2017,Reading,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,429,413,444,2017,Writing,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,453,436,469,2017,Spelling,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,504,484,523,2017,Grammar,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,470,454,487,2017,Numeracy,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,477,463,492,2017,Reading,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 3,444,431,456,2017,Writing,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 3,437,423,450,2017,Spelling,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 3,467,452,483,2017,Grammar,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 3,445,433,458,2017,Numeracy,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 3,441,424,457,2017,Reading,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 3,414,400,428,2017,Writing,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 3,417,402,432,2017,Spelling,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 3,444,426,462,2017,Grammar,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 3,401,387,416,2017,Numeracy,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 3,459,426,492,2017,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 3,452,426,479,2017,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 3,456,426,486,2017,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 3,484,449,518,2017,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 3,417,390,444,2017,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 3,458,444,473,2017,Reading,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 3,423,411,435,2017,Writing,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 3,418,404,431,2017,Spelling,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 3,464,448,479,2017,Grammar,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 3,423,411,436,2017,Numeracy,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 3,470,456,484,2017,Reading,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 3,433,420,445,2017,Writing,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 3,432,419,445,2017,Spelling,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 3,463,447,478,2017,Grammar,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 3,431,418,443,2017,Numeracy,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 3,457,444,470,2017,Reading,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 3,432,421,443,2017,Writing,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 3,420,409,432,2017,Spelling,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 3,461,447,475,2017,Grammar,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 3,433,421,444,2017,Numeracy,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 3,420,387,453,2017,Reading,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 3,397,370,424,2017,Writing,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 3,382,352,411,2017,Spelling,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 3,391,356,425,2017,Grammar,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 3,371,344,398,2017,Numeracy,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 3,497,484,510,2017,Reading,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 3,453,442,464,2017,Writing,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 3,455,444,467,2017,Spelling,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 3,503,489,516,2017,Grammar,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 3,462,450,473,2017,Numeracy,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 3,447,433,461,2017,Reading,Paper,44671,"Altona Primary School, Altona, VIC"
Year 3,462,450,474,2017,Writing,Paper,44671,"Altona Primary School, Altona, VIC"
Year 3,431,418,444,2017,Spelling,Paper,44671,"Altona Primary School, Altona, VIC"
Year 3,472,457,487,2017,Grammar,Paper,44671,"Altona Primary School, Altona, VIC"
Year 3,449,436,461,2017,Numeracy,Paper,44671,"Altona Primary School, Altona, VIC"
Year 3,388,355,421,2017,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,395,368,422,2017,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,391,362,421,2017,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,380,345,415,2017,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,376,349,403,2017,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,465,444,487,2017,Reading,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,420,403,437,2017,Writing,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,417,399,435,2017,Spelling,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,441,419,462,2017,Grammar,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,431,413,448,2017,Numeracy,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,423,395,452,2017,Reading,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,406,383,430,2017,Writing,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,432,406,458,2017,Spelling,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,399,369,430,2017,Grammar,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,437,414,461,2017,Numeracy,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,478,464,491,2017,Reading,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,430,419,442,2017,Writing,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,432,420,445,2017,Spelling,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,469,455,484,2017,Grammar,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,424,412,436,2017,Numeracy,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,546,529,564,2017,Reading,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,440,426,454,2017,Writing,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,458,443,473,2017,Spelling,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,509,491,526,2017,Grammar,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,459,445,474,2017,Numeracy,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,473,459,486,2017,Reading,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,441,430,453,2017,Writing,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,439,425,452,2017,Spelling,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,472,457,487,2017,Grammar,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,440,427,452,2017,Numeracy,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,461,447,476,2017,Reading,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,422,409,434,2017,Writing,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,407,393,420,2017,Spelling,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,423,407,438,2017,Grammar,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,428,415,440,2017,Numeracy,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,430,401,459,2017,Reading,Paper,45797,"St John's School, Footscray, VIC"
Year 3,415,392,439,2017,Writing,Paper,45797,"St John's School, Footscray, VIC"
Year 3,444,418,470,2017,Spelling,Paper,45797,"St John's School, Footscray, VIC"
Year 3,422,391,452,2017,Grammar,Paper,45797,"St John's School, Footscray, VIC"
Year 3,396,373,420,2017,Numeracy,Paper,45797,"St John's School, Footscray, VIC"
Year 3,522,505,539,2017,Reading,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,473,458,487,2017,Writing,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,488,472,504,2017,Spelling,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,508,490,527,2017,Grammar,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,493,479,508,2017,Numeracy,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,478,462,495,2017,Reading,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,437,424,450,2017,Writing,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,429,415,443,2017,Spelling,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,472,456,489,2017,Grammar,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,462,449,475,2017,Numeracy,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,458,436,480,2017,Reading,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,459,441,477,2017,Writing,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,469,450,489,2017,Spelling,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,467,444,489,2017,Grammar,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,434,416,452,2017,Numeracy,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,483,462,505,2017,Reading,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,433,416,450,2017,Writing,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,424,406,443,2017,Spelling,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,487,465,508,2017,Grammar,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,426,408,444,2017,Numeracy,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,481,468,493,2017,Reading,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,443,431,454,2017,Writing,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,443,431,456,2017,Spelling,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,479,465,494,2017,Grammar,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,439,427,450,2017,Numeracy,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,457,444,470,2017,Reading,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,439,428,450,2017,Writing,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,438,426,450,2017,Spelling,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,488,474,502,2017,Grammar,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,443,432,455,2017,Numeracy,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,485,467,502,2017,Reading,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,426,411,440,2017,Writing,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,432,416,448,2017,Spelling,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,471,453,490,2017,Grammar,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,446,432,461,2017,Numeracy,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,454,441,467,2017,Reading,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,444,433,455,2017,Writing,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,439,427,450,2017,Spelling,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,478,464,492,2017,Grammar,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,447,435,458,2017,Numeracy,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,453,437,470,2017,Reading,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,416,402,430,2017,Writing,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,427,412,442,2017,Spelling,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,435,417,452,2017,Grammar,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,433,419,448,2017,Numeracy,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,498,485,512,2017,Reading,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,420,408,432,2017,Writing,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,448,435,460,2017,Spelling,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,500,485,514,2017,Grammar,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,468,456,480,2017,Numeracy,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 5,559,539,579,2017,Reading,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,502,484,521,2017,Writing,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,543,524,561,2017,Spelling,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,572,550,593,2017,Grammar,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,556,539,574,2017,Numeracy,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,537,522,553,2017,Reading,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,493,478,507,2017,Writing,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,515,501,530,2017,Spelling,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,548,532,565,2017,Grammar,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,541,527,555,2017,Numeracy,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,514,495,532,2017,Reading,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,469,451,487,2017,Writing,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,481,464,498,2017,Spelling,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,496,475,516,2017,Grammar,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,503,487,519,2017,Numeracy,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,503,470,535,2017,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 5,519,489,549,2017,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 5,499,469,529,2017,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 5,512,477,547,2017,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 5,497,471,524,2017,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 5,519,500,538,2017,Reading,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,475,457,492,2017,Writing,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,496,479,513,2017,Spelling,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,503,482,523,2017,Grammar,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,484,468,500,2017,Numeracy,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,544,530,557,2017,Reading,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,487,474,499,2017,Writing,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,519,507,532,2017,Spelling,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,511,496,525,2017,Grammar,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,526,514,538,2017,Numeracy,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,555,543,567,2017,Reading,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,518,506,529,2017,Writing,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,542,531,553,2017,Spelling,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,558,545,571,2017,Grammar,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,549,538,560,2017,Numeracy,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,483,447,518,2017,Reading,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,471,439,504,2017,Writing,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,489,456,521,2017,Spelling,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,469,431,507,2017,Grammar,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,458,430,487,2017,Numeracy,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,564,551,576,2017,Reading,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,510,498,522,2017,Writing,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,526,514,537,2017,Spelling,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,559,545,573,2017,Grammar,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,537,525,548,2017,Numeracy,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,544,530,558,2017,Reading,Paper,44671,"Altona Primary School, Altona, VIC"
Year 5,513,499,526,2017,Writing,Paper,44671,"Altona Primary School, Altona, VIC"
Year 5,507,494,520,2017,Spelling,Paper,44671,"Altona Primary School, Altona, VIC"
Year 5,524,509,540,2017,Grammar,Paper,44671,"Altona Primary School, Altona, VIC"
Year 5,513,500,526,2017,Numeracy,Paper,44671,"Altona Primary School, Altona, VIC"
Year 5,471,441,501,2017,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,492,464,520,2017,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,488,460,516,2017,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,458,425,490,2017,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,471,447,496,2017,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,502,476,528,2017,Reading,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,438,413,462,2017,Writing,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,495,471,519,2017,Spelling,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,474,446,502,2017,Grammar,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,470,448,492,2017,Numeracy,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,476,450,503,2017,Reading,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,435,410,460,2017,Writing,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,459,435,484,2017,Spelling,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,451,423,480,2017,Grammar,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,451,429,473,2017,Numeracy,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,539,525,554,2017,Reading,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,485,470,499,2017,Writing,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,519,506,532,2017,Spelling,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,541,526,557,2017,Grammar,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,519,507,532,2017,Numeracy,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,571,556,585,2017,Reading,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 5,495,481,508,2017,Writing,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 5,518,504,532,2017,Spelling,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 5,536,520,553,2017,Grammar,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 5,515,502,528,2017,Numeracy,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 5,550,535,566,2017,Reading,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,513,498,528,2017,Writing,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,533,519,547,2017,Spelling,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,543,527,560,2017,Grammar,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,534,520,547,2017,Numeracy,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,510,490,530,2017,Reading,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,489,470,508,2017,Writing,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,491,473,509,2017,Spelling,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,498,476,519,2017,Grammar,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
